Player,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Player-additional,Rnd,Pick,Tm,Pos,Age,To,1st_Team_AllPro,Pro_Bowl,Years_As_Starter,Weighted_Aprox_Value,DrAV,G,Pass_Completed,Pass_Attempts,Pass_Yards,Pass_TDs,Interceptions_Thrown,Rush_Attempts,Rush_Yards,Rush_TDs,Receptions,Receiving_Yards,Receiving_Touchdowns,Solo_Tackles,Interceptions,Sack,-9999
DeAngelo Malone,6-3,243.0,4.726923076923077,34.34615384615385,23.0,118.07692307692308,7.050000000000001,4.338,MaloDe00,3.0,82.0,ATL,DE,23.0,2022.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,1.0,MaloDe00
Damarri Mathis,5-11,196.0,4.39,36.55,16.666666666666668,127.44444444444444,6.686666666666667,4.08,MathDa00,4.0,115.0,DEN,DB,23.0,2022.0,0.0,0.0,1.0,4.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,,,MathDa00
Phidarian Mathis,6-4,310.0,5.008749999999999,23.5,23.333333333333332,109.0,7.876666666666666,4.91,MathPh00,2.0,47.0,WAS,DT,24.0,2022.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,MathPh00
Cade Mays,6-5,311.0,5.24,26.0,26.3,102.0,7.57,4.71,MaysCa00,6.0,199.0,CAR,OL,23.0,2022.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,MaysCa00
Trey McBride,6-4,246.0,4.67,33.0,18.0,117.0,7.047499999999999,4.46,McBrTr01,2.0,55.0,ARI,TE,22.0,2022.0,0.0,0.0,1.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,265.0,1.0,6.0,,,McBrTr01
Zyon McCollum,6-2,199.0,4.33,39.5,16.666666666666668,132.0,6.48,3.94,McCoZy02,5.0,157.0,TAM,DB,23.0,2022.0,0.0,0.0,0.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,,McCoZy02
Roger McCreary,5-11,190.0,4.5,37.5,17.0,121.0,,,McCrRo01,2.0,35.0,TEN,CB,22.0,2022.0,0.0,0.0,1.0,6.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1.0,,McCrRo01
Trent McDuffie,5-11,193.0,4.44,37.5,17.0,121.0,,,McDuTr00,1.0,21.0,KAN,CB,21.0,2022.0,0.0,0.0,1.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,,1.0,McDuTr00
Micah McFadden,6-1,240.0,4.563529411764705,36.578947368421055,21.0,125.05263157894737,7.03,4.326666666666667,McFaMi01,5.0,146.0,NYG,LB,22.0,2022.0,0.0,0.0,0.0,4.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,,2.0,McFaMi01
Marcus McKethan,6-7,340.0,5.31,27.5,27.0,110.0,7.81,4.99,McKeMa01,5.0,173.0,NYG,OL,23.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,McKeMa01
Bo Melton,5-11,189.0,4.34,38.0,,121.0,6.98,4.308750000000001,MeltBo00,7.0,229.0,SEA,WR,23.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,MeltBo00
John Metchie,5-11,187.0,4.431111111111111,35.63157894736842,,125.15789473684211,7.098000000000001,4.308750000000001,MetcJo00,2.0,44.0,HOU,WR,22.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,MetcJo00
James Mitchell,6-4,249.0,4.67,33.0,19.22222222222222,120.4,7.047499999999999,4.46,MitcJa00,5.0,177.0,DET,TE,23.0,2022.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,113.0,1.0,,,,MitcJa00
Max Mitchell,6-6,307.0,5.32,25.0,24.5,106.0,8.09,4.65,MitcMa02,4.0,111.0,NYJ,T,22.0,2022.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,MitcMa02
Skyy Moore,5-10,195.0,4.41,34.5,,125.0,7.13,4.32,MoorSk01,2.0,54.0,KAN,WR,21.0,2022.0,0.0,0.0,0.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,0.0,22.0,250.0,0.0,1.0,,,MoorSk01
Chad Muma,6-3,239.0,4.63,40.0,27.0,129.0,7.06,4.28,MumaCh00,3.0,70.0,JAX,LB,23.0,2022.0,0.0,0.0,0.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,,1.5,MumaCh00
Thayer Munford,6-6,328.0,5.39,22.0,26.3,104.0,7.6594999999999995,4.699583333333333,MunfTh00,7.0,238.0,LVR,OL,22.0,2022.0,0.0,0.0,0.0,3.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,MunfTh00
Jalen Nailor,5-11,186.0,4.5,38.0,,128.0,7.03,4.28,NailJa00,6.0,191.0,MIN,WR,23.0,2022.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,179.0,1.0,3.0,,,NailJa00
Evan Neal,6-8,337.0,5.136666666666667,27.59259259259259,26.3,107.78571428571429,7.6594999999999995,4.699583333333333,NealEv00,1.0,7.0,NYG,OL,21.0,2022.0,0.0,0.0,1.0,6.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,NealEv00
Otito Ogbonnia,6-4,324.0,5.008749999999999,27.875,29.0,110.0,7.876666666666666,4.704,OgboOt00,5.0,160.0,LAC,DT,20.0,2022.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,,,OgboOt00
David Ojabo,6-4,250.0,4.55,35.0,23.75,122.0,7.03,4.45,OjabDa00,2.0,45.0,BAL,LB,22.0,2022.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,OjabDa00
Chigoziem Okonkwo,6-3,238.0,4.52,35.5,19.22222222222222,120.4,7.047499999999999,4.46,OkonCh00,4.0,143.0,TEN,TE,22.0,2022.0,0.0,0.0,0.0,4.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,32.0,450.0,3.0,5.0,,,OkonCh00
Chris Olave,6-0,187.0,4.39,32.0,,124.0,7.098000000000001,4.308750000000001,OlavCh00,1.0,11.0,NOR,WR,22.0,2022.0,0.0,0.0,1.0,8.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,1042.0,4.0,3.0,,,OlavCh00
Esezi Otomewo,6-5,282.0,5.008749999999999,27.875,23.333333333333332,110.0,7.876666666666666,4.704,OtomEs00,5.0,165.0,MIN,DT,23.0,2022.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,OtomEs00
Cade Otton,6-5,247.0,4.67,33.0,19.22222222222222,120.4,7.047499999999999,4.46,OttoCa00,4.0,106.0,TAM,TE,23.0,2022.0,0.0,0.0,1.0,3.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,391.0,2.0,5.0,,,OttoCa00
Isiah Pacheco,5-10,216.0,4.37,33.0,23.5,118.0,,,PachIs00,7.0,251.0,KAN,RB,23.0,2022.0,0.0,0.0,1.0,7.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,170.0,830.0,5.0,13.0,130.0,0.0,2.0,,,PachIs00
Dylan Parham,6-3,311.0,4.93,26.5,26.3,108.0,7.78,4.7,ParhDy00,3.0,90.0,LVR,OL,23.0,2022.0,0.0,0.0,1.0,7.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,ParhDy00
Chris Paul,6-4,323.0,4.89,27.0,26.3,109.0,7.74,4.83,PaulCh00,7.0,230.0,WAS,OL,23.0,2022.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PaulCh00
Trevor Penning,6-7,325.0,4.89,28.0,24.5,111.0,7.25,4.62,PennTr00,1.0,19.0,NOR,T,23.0,2022.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PennTr00
Nicholas Petit-Frere,6-5,316.0,5.14,24.5,24.5,103.0,7.9159999999999995,4.8133333333333335,PetiNi00,3.0,69.0,TEN,T,22.0,2022.0,0.0,0.0,1.0,6.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,PetiNi00
Kyle Philips,5-11,189.0,4.58,33.5,,124.0,7.098000000000001,4.308750000000001,PhilKy01,5.0,163.0,TEN,WR,23.0,2022.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,78.0,0.0,,,,PhilKy01
George Pickens,6-3,195.0,4.47,33.0,,125.0,7.098000000000001,4.308750000000001,PickGe00,2.0,52.0,PIT,WR,21.0,2022.0,0.0,0.0,1.0,7.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,1.0,52.0,801.0,4.0,1.0,,,PickGe00
Kenny Pickett,6-3,217.0,4.73,33.5,,121.0,7.1375,4.29,PickKe00,1.0,20.0,PIT,QB,24.0,2022.0,0.0,0.0,1.0,7.0,7.0,13.0,245.0,389.0,2404.0,7.0,9.0,55.0,237.0,3.0,0.0,0.0,0.0,2.0,,,PickKe00
Alec Pierce,6-3,211.0,4.41,40.5,,129.0,7.13,4.28,PierAl00,2.0,53.0,IND,WR,22.0,2022.0,0.0,0.0,1.0,4.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,593.0,2.0,,,,PierAl00
Dameon Pierce,5-10,218.0,4.59,34.5,21.0,119.0,,,PierDa01,4.0,107.0,HOU,RB,22.0,2022.0,0.0,0.0,1.0,6.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,220.0,939.0,4.0,30.0,165.0,1.0,1.0,,,PierDa01
Jalen Pitre,5-11,198.0,4.4383333333333335,35.0,16.0,125.16666666666667,6.74,4.18,PitrJa00,2.0,37.0,HOU,S,23.0,2022.0,0.0,0.0,1.0,7.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,5.0,1.0,PitrJa00
Brock Purdy,6-1,212.0,4.84,27.0,,117.25,7.21,4.45,PurdBr00,7.0,262.0,SFO,QB,22.0,2022.0,0.0,0.0,0.0,6.0,6.0,9.0,114.0,170.0,1374.0,13.0,4.0,22.0,13.0,1.0,0.0,0.0,0.0,,,,PurdBr00
Teagan Quitoriano,6-6,258.0,4.67,33.0,22.0,120.4,7.047499999999999,4.46,QuitTe00,5.0,170.0,HOU,TE,22.0,2022.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,113.0,2.0,2.0,,,QuitTe00
Bernhard Raimann,6-6,303.0,5.05,30.5,30.0,117.0,7.46,4.49,RaimBe00,3.0,77.0,IND,OL,24.0,2022.0,0.0,0.0,1.0,5.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,RaimBe00
Sean Rhyan,6-5,321.0,5.25,33.5,26.3,110.0,7.55,4.81,RhyaSe00,3.0,92.0,GNB,OL,23.0,2022.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,RhyaSe00
